text,aspectCategory,polarity,tokens
With the theater 2 blocks away we had a delicious meal in a beautiful room.,food,positive,"['With', 'the', 'theater', '2', 'blocks', 'away', 'we', 'had', 'a', 'delicious', 'meal', 'in', 'a', 'beautiful', 'room.']"
With the theater 2 blocks away we had a delicious meal in a beautiful room.,ambience,positive,"['With', 'the', 'theater', '2', 'blocks', 'away', 'we', 'had', 'a', 'delicious', 'meal', 'in', 'a', 'beautiful', 'room.']"
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",ambience,negative,"['I', 'was', 'a', 'little', 'leary', 'about', ""Mary's"", 'at', 'first', '-', ""it's"", 'small,', 'crowded', 'and', 'you', 'usually', 'have', 'to', 'wait', 'on', 'line', '-', 'but', ""I'm"", 'glad', 'I', 'finally', 'tried', 'it.']"
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",anecdotes/miscellaneous,positive,"['I', 'was', 'a', 'little', 'leary', 'about', ""Mary's"", 'at', 'first', '-', ""it's"", 'small,', 'crowded', 'and', 'you', 'usually', 'have', 'to', 'wait', 'on', 'line', '-', 'but', ""I'm"", 'glad', 'I', 'finally', 'tried', 'it.']"
We were not dissappointed in the least bit by this little gem.,anecdotes/miscellaneous,positive,"['We', 'were', 'not', 'dissappointed', 'in', 'the', 'least', 'bit', 'by', 'this', 'little', 'gem.']"
Also very inexpensive.,price,positive,"['Also', 'very', 'inexpensive.']"
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",anecdotes/miscellaneous,neutral,"[""We've"", 'only', 'eaten', 'in', 'the', 'restaurant', 'once,', 'but', 'we', 'have', 'ordered', 'many', 'times', 'for', 'dinner.']"
I got enough reasons to keep coming back!!!,anecdotes/miscellaneous,positive,"['I', 'got', 'enough', 'reasons', 'to', 'keep', 'coming', 'back!!!']"
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,food,positive,"['By', 'far', 'this', 'is', 'the', 'only', 'chinese', 'desserts', 'place', 'I', 'know', 'in', 'NY', 'or', 'anywhere', 'close', 'in', 'the', 'Northeastern', 'America', 'that', 'serves', 'desserts', 'with', 'frog', 'jelly', 'in', 'a', 'couple', 'of', 'varieties', 'and', 'pig', 'feet', 'ginger', 'simmered', 'in', 'black', 'vinegar.']"
The food is great and reasonably priced.,food,positive,"['The', 'food', 'is', 'great', 'and', 'reasonably', 'priced.']"
The food is great and reasonably priced.,price,positive,"['The', 'food', 'is', 'great', 'and', 'reasonably', 'priced.']"
The characters really make for an enjoyable experience.,ambience,positive,"['The', 'characters', 'really', 'make', 'for', 'an', 'enjoyable', 'experience.']"
I would definitely recommend SEA if you like thai cuisine!,food,positive,"['I', 'would', 'definitely', 'recommend', 'SEA', 'if', 'you', 'like', 'thai', 'cuisine!']"
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",service,positive,"['Over', 'the', 'years', 'the', 'host,', 'Vittorio,', 'and', 'his', 'crew,', 'have', 'always', 'treated', 'me', 'as', 'family--although', 'with', 'all', 'the', 'business', 'this', 'not-so-little', 'gem', 'does,', 'it', 'amazing', ""he's"", 'even', 'able', 'to', 'remember', 'a', 'consistent', 'but', 'not-so-frequent', 'visitor.']"
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",ambience,conflict,"['The', 'restuarant', 'itself', 'is', 'not', 'large,', 'but', 'seems', 'to', 'have', 'several', 'round', 'tables', 'to', 'accomodate', 'large', 'groups', 'hoping', 'to', 'save', 'a', 'buck', 'to', 'eat', 'authentic', 'Taiwanese.']"
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",price,positive,"['The', 'restuarant', 'itself', 'is', 'not', 'large,', 'but', 'seems', 'to', 'have', 'several', 'round', 'tables', 'to', 'accomodate', 'large', 'groups', 'hoping', 'to', 'save', 'a', 'buck', 'to', 'eat', 'authentic', 'Taiwanese.']"
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",food,positive,"['The', 'restuarant', 'itself', 'is', 'not', 'large,', 'but', 'seems', 'to', 'have', 'several', 'round', 'tables', 'to', 'accomodate', 'large', 'groups', 'hoping', 'to', 'save', 'a', 'buck', 'to', 'eat', 'authentic', 'Taiwanese.']"
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",food,conflict,"['My', 'husband', 'said', 'he', ""could've"", 'eaten', 'several', 'more,', 'the', 'portion', 'was', 'fine', 'for', 'me', 'he', 'even', 'exclaimed', 'that', 'the', 'french', 'fries', 'were', 'the', 'best', 'he', 'has', 'had.']"
You cannot go wrong with this place.,anecdotes/miscellaneous,positive,"['You', 'cannot', 'go', 'wrong', 'with', 'this', 'place.']"
"It is the type of place to run into old friends and have a late, raucus dinner.",anecdotes/miscellaneous,positive,"['It', 'is', 'the', 'type', 'of', 'place', 'to', 'run', 'into', 'old', 'friends', 'and', 'have', 'a', 'late,', 'raucus', 'dinner.']"
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,positive,"['The', 'food', 'is', 'delicious', '-', 'from', 'the', 'specials', 'to', 'the', 'regular', 'menu-fare,', 'the', 'dishes', 'are', 'never', 'a', 'disappointment.']"
Prices are in line.,price,neutral,"['Prices', 'are', 'in', 'line.']"
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",food,positive,"['The', 'combination', 'of', 'fresh', 'tomato', 'sauce,', 'fresh', 'mozz', 'cheese,', 'basil', 'and', 'the', 'dough', 'they', 'make', 'with', 'imported', 'flour,', 'makes', 'this', 'is', 'one', 'of', 'the', 'better', ""pizza's"", 'in', 'NY.']"
The food is prepared quickly and efficiently.,food,positive,"['The', 'food', 'is', 'prepared', 'quickly', 'and', 'efficiently.']"
and for this i had to shell out a small fortune?,price,negative,"['and', 'for', 'this', 'i', 'had', 'to', 'shell', 'out', 'a', 'small', 'fortune?']"
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",food,positive,"['For', 'all', 'of', 'you', 'new', 'to', 'Indian', 'food,', 'try', 'the', 'Paneer', 'Roll,', 'it', 'is', 'a', 'piece', 'of', 'heaven.']"
The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,positive,"['The', 'food', 'looked', 'very', 'appetizing', 'and', 'delicious', 'since', 'it', 'came', 'on', 'a', 'variety', 'of', 'fancy', 'plates.']"
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,food,positive,"['Both', 'the', 'fresh', 'mozzerella', 'slices', 'and', 'the', 'Plain', 'Cheese', 'slice', 'are', 'phenomenal.']"
I have tried literally every restaurant on curry row.,anecdotes/miscellaneous,neutral,"['I', 'have', 'tried', 'literally', 'every', 'restaurant', 'on', 'curry', 'row.']"
"The food is terrible and overall, I would have to say avoid at all costs.",food,negative,"['The', 'food', 'is', 'terrible', 'and', 'overall,', 'I', 'would', 'have', 'to', 'say', 'avoid', 'at', 'all', 'costs.']"
"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",anecdotes/miscellaneous,neutral,"[""I've"", 'been', 'to', 'this', 'monster', 'sushi', 'twice,', 'the', '46th', 'st', 'once,', 'the', '23rd', 'st', 'one', 'a', 'number', 'of', 'times.']"
"Unfortunately, the food was NOT something to get worked up about.",food,negative,"['Unfortunately,', 'the', 'food', 'was', 'NOT', 'something', 'to', 'get', 'worked', 'up', 'about.']"
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive,"[""It's"", 'constantly', 'open,', 'catering', 'to', 'the', 'Pakistani', 'cabbies', 'lined', 'up', 'on', 'Crosby', 'St.,', 'so', ""there's"", 'more', 'turnover', 'with', 'the', 'food', 'than', ""you'd"", 'expect', '(i.e.,', 'surprisingly', 'fresh).']"
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",ambience,positive,"[""It's"", 'constantly', 'open,', 'catering', 'to', 'the', 'Pakistani', 'cabbies', 'lined', 'up', 'on', 'Crosby', 'St.,', 'so', ""there's"", 'more', 'turnover', 'with', 'the', 'food', 'than', ""you'd"", 'expect', '(i.e.,', 'surprisingly', 'fresh).']"
I had Filet Mignon with garlic mash.,food,neutral,"['I', 'had', 'Filet', 'Mignon', 'with', 'garlic', 'mash.']"
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",food,positive,"['I', 'went', 'at', '6:00', 'PM', 'specifically', 'for', 'the', 'pre-theater', 'menu', '($19.95', 'for', 'roasted', 'tomato', 'soup', 'with', 'chevre,', 'steak', 'frites,', 'creme', 'brulee)', 'and', 'it', 'was', 'marvelous.']"
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",price,positive,"['I', 'went', 'at', '6:00', 'PM', 'specifically', 'for', 'the', 'pre-theater', 'menu', '($19.95', 'for', 'roasted', 'tomato', 'soup', 'with', 'chevre,', 'steak', 'frites,', 'creme', 'brulee)', 'and', 'it', 'was', 'marvelous.']"
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",service,positive,"['The', 'waitstaff', 'were', 'attentive,', 'polite', 'and', 'helpful', '-', 'an', 'impressive', 'feat', 'in', 'such', 'close', 'quarters.']"
Go inside and you won't want to leave.,anecdotes/miscellaneous,positive,"['Go', 'inside', 'and', 'you', ""won't"", 'want', 'to', 'leave.']"
I loving bringing friends here - and I do so every chance I get.,anecdotes/miscellaneous,positive,"['I', 'loving', 'bringing', 'friends', 'here', '-', 'and', 'I', 'do', 'so', 'every', 'chance', 'I', 'get.']"
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",food,positive,"['-', 'the', 'bread', 'at', 'the', 'beginning', 'is', 'super', 'tasty', 'and', 'makes', 'you', 'want', 'more', '-', 'the', 'pizza', 'is', 'delicious', 'and', 'comes', 'in', 'personal', 'sizes,', 'however', 'be', 'warned', 'that', 'the', ""Peter's"", 'Favourite', 'pizza', 'with', 'prosciutto', 'and', 'baby', 'arugula', 'is', 'actually', 'a', 'margarite', 'pizza', 'with', 'cold', 'prosciutto', 'and', 'baby', 'arugula', 'on', 'top,', 'like', 'a', 'salad.']"
"Yes, the prices are high, but I felt it was worth it.",price,conflict,"['Yes,', 'the', 'prices', 'are', 'high,', 'but', 'I', 'felt', 'it', 'was', 'worth', 'it.']"
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",food,positive,"['The', 'large', 'selection', 'of', 'bruschettas,', 'paninis,', 'tramezzinis', 'keep', 'the', 'palate', 'from', 'stagnating.']"
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",service,positive,"['Have', 'always', 'found', 'that', 'the', 'waiters', 'will', 'go', 'out', 'of', 'their', 'way', 'to', 'be', 'helpful,', 'despite', 'the', 'fact', 'they', 'are', 'often', 'busy', 'with', 'lots', 'of', 'diners.']"
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",food,positive,"['While', 'this', ""isn't"", 'classical', 'restaurant', 'fare,', 'the', 'chef', 'has', 'given', 'new', 'life', 'to', 'an', 'old', 'cuisine', 'with', 'some', 'really', 'innovative', 'and', 'tasty', 'dishes', 'that', 'are', 'genuinely', 'Indian', 'without', 'being', 'heavy', 'or', 'same', 'old', 'restaurant', 'burn-outs.']"
The owner truly caters to all your needs.,service,positive,"['The', 'owner', 'truly', 'caters', 'to', 'all', 'your', 'needs.']"
He takes real pride in his food and his business.,service,positive,"['He', 'takes', 'real', 'pride', 'in', 'his', 'food', 'and', 'his', 'business.']"
He takes real pride in his food and his business.,food,positive,"['He', 'takes', 'real', 'pride', 'in', 'his', 'food', 'and', 'his', 'business.']"
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,anecdotes/miscellaneous,positive,"['Every', 'time', 'in', 'New', 'York', 'I', 'make', 'it', 'a', 'point', 'to', 'visit', 'Restaurant', 'Saul', 'on', 'Smith', 'Street.']"
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,anecdotes/miscellaneous,positive,"['My', 'boyfriend', 'and', 'I', 'went', 'there', 'to', 'celebrate', 'my', 'birthday', 'the', 'other', 'night', 'and', 'all', 'I', 'can', 'say', 'is', 'that', 'it', 'was', 'magnificent.']"
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",food,positive,"['So', 'if', 'you', 'want', 'a', 'nice,', 'enjoyable', 'meal', 'at', 'Montparnasse,', 'go', 'early', 'for', 'the', 'pre-theater', 'prix-fixe.']"
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",price,positive,"['So', 'if', 'you', 'want', 'a', 'nice,', 'enjoyable', 'meal', 'at', 'Montparnasse,', 'go', 'early', 'for', 'the', 'pre-theater', 'prix-fixe.']"
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,positive,"['Over', 'the', 'years,', 'it', 'has', 'always', 'provided', 'a', 'pleasurable', 'dining', 'experience', 'with', 'quality', 'food', 'and', 'wine.']"
I would go back tho.,anecdotes/miscellaneous,positive,"['I', 'would', 'go', 'back', 'tho.']"
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",food,positive,"['The', 'photobook', 'menu', 'was', 'a', 'cute', 'touch,', 'certainly', 'helped', 'my', 'group', 'and', 'I', 'pick', 'the', 'fried', 'chicken,', 'pork', 'chop,', 'and', 'noodle', 'dishes', 'that', 'we', 'all', 'ordered.']"
too large for just two people but nothing was left.,food,positive,"['too', 'large', 'for', 'just', 'two', 'people', 'but', 'nothing', 'was', 'left.']"
I cannot imagine better Indian food in all of the city.,food,positive,"['I', 'cannot', 'imagine', 'better', 'Indian', 'food', 'in', 'all', 'of', 'the', 'city.']"
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,ambience,positive,"['Great', 'romantic', 'place', 'for', 'a', 'date', '(try', 'to', 'get', 'the', 'corner', 'booth', 'table', 'for', 'a', 'little', 'privacy', 'and', 'to', 'sit', 'close!).']"
